sms_id,masked_celphone_number,text,intent,source,original_sms_id
ORIG_01702,N/A,"Mas marami kang laro, mas marami kang kitain - Inilunsad ang W19 Games Triple Cashback Plan hanggang 0.8%! https://v.ht/SM-QX0",Gambling Scam,original,
ORIG_01703,N/A,"[NAME]., Join WinningPlus now! Register here! winplusplay.com Claim P1000 bonus + 3% MAYA Play for 7% cashback up to P60,000! Claim rewards!",Gambling Scam,original,
ORIG_01704,N/A,"Hi, new free money bonus 777 with no deposit condition, please login http://YY777c.com to get free money 777 now",Prize Scam,original,
ORIG_01705,N/A,"[NAME]., GoJackpot's exclusive offers, Claim your 100% welcome bonus 777 + 3% deposit Bonus. Play now gojvip2.com",Gambling Scam,original,
ORIG_01706,N/A,Receive 146P FREE on 1st REFER! Claim now: ph.xtas111.net,Prize Scam,original,
ORIG_01707,N/A,"[NAME]., Join the fun! SugarPlay 100% Welcome Bonus P2,000! Win up to 58,888 daily rebate + 3% Extra GCash Bonus! visit now sgbett3.com",Raffle Scam,original,
ORIG_01708,N/A,"[NAME]., Grab the opportunity at SugarBet! Claim your free prize of 2,000 + 3% Deposit bonus. Visit sgbett3.com and claim your rewards.",Prize Scam,original,
ORIG_01709,N/A,"W19 Games, Official partner with GCash, magdeposito gamit ang napiling GCash para makakuha ng 3% na cashback araw-araw! https://v.ht/SM-WA0",Banking Scam,original,
ORIG_01710,N/A,"[NAME]., Log in now to claim your free Credit 777 bonus and enjoy an amazing 3% GCash deposit bonus at GoJackpot. Hurry, Join now gjackpot0.com",Gambling Scam,original,
ORIG_01711,N/A,"Claim signup bonus 3888 , 99 Game jn.99ly.xyz/BUhe8mqb",Prize Scam,original,
ORIG_01712,N/A,"High rebates at 99BET, sign up to earn your bonus jn.99ly.xyz/Yy1gdlN1",Job Scam,original,
ORIG_01713,N/A,"Hello, new free money bonus 500 with no deposit condition, please login www.y99o88.com to get free money 500 now",Prize Scam,original,
ORIG_01714,N/A,"W19 Games, the exclusive GCash partner, the only one platform accept GCash now in Philippines! lnnk.in/gPjZ",Banking Scam,original,
ORIG_01715,N/A,"W19 Games, the exclusive GCash partner, the only one platform accept GCash now in Philippines! lnnk.in/ahpv",Banking Scam,original,
ORIG_01716,N/A,EXCITING WEEKEND PROMO!Plus 3% BONUS for you is waiting~CLAIM NOW! bw.p99t.pw/NAneu7m1,Prize Scam,original,
ORIG_01717,N/A,e 31.00ichtigen Marke. Aktuelle News und Nachrichten von heute im Bitcoin-Blog.,Investment Scam,original,
ORIG_01718,N/A,"[NAME]., Unlock limitless rewards at Sugarplay! GCash is back: Enjoy a 100% Deposit bonus up to P2000 + 3% bonus. Visit sugarbetonline2.com",Prize Scam,original,
ORIG_01719,N/A,"[NAME]., Revive your gaming experience with GCash on W+: Get 100% Bonus up to P2000 + 3% bonus. Visit wp4vip.com",Gambling Scam,original,
ORIG_01720,N/A,"Sa kasalukuyan, ang W19 Games ay ang tanging platform sa Pilipinas na may GCash para sa pag-load at pag-withdraw. Sumali ka na! w1913b.xyz",Pasaload Scam,original,
ORIG_01721,N/A,"[NAME]., Maximize your wins at W+! Enjoy 100% Welcome Bonus up to P2,000 + Sabong Rebate up to .6%! visit wpgorush1.com",Gambling Scam,original,
ORIG_01722,N/A,"W19 Games, ang tanging platform sa Pilipinas na tumatanggap ng GCash para sa mga deposito at withdrawal. Sumali ka na!w1904b.xyz",Banking Scam,original,
ORIG_01723,N/A,[NAME].! Take on the challenge of Unibet's Daily Mission and earn up to 3000 pesos! Play and claim your rewards. uninowph0.com,Gambling Scam,original,
ORIG_01724,N/A,"[NAME]., UNIBET: Lifetime benefits. Share more, earn up to Php79,100! Use Gcash for easy transactions. Visit unibetrich0.com",Job Scam,original,
ORIG_01725,N/A,W19 Games pagbibigay ng regalo! Halina at manalo ng iPhone 14 Pro Max at 80P! http://tinyurl.com/2sk378zb,Gambling Scam,original,
ORIG_01726,N/A,"Sumali na sa W19 Games, palakihin ang GCash limit hanggang 500K, makakakuha ng 100P na bonus! Mag-click dito: tinyurl.com/5euvpskm",Prize Scam,original,
ORIG_01727,N/A,Ikaw ang swerteng tao! Libreng 100P mula sa W19 Games! Sumali at i-click tinyurl.com/yft84a9b,Gambling Scam,original,
ORIG_01728,N/A,"W19 Games Grand Prize: I-taas ang GCash limit sa 500K, manalo ng 100 na bonus! tinyurl.com/38yr8wbm",Prize Scam,original,
ORIG_01729,N/A,"[NAME]., Sabong lovers? W+ has incredible offers! Get daily unli rebate up to .6% & 7% daily Cashback up to 60K wplusdeals2.com",Gambling Scam,original,
ORIG_01730,N/A,Maligayang pagdating sa W19 Games! Rehistrado na at makakuha ng 50% dagdag na bonus! I-click dito: tinyurl.com/mrfvzpk8,Prize Scam,original,
ORIG_01731,N/A,Maglaro ng Small Win Big PANALOb3t Halika at kunin ang iyong 99p chips para kumita ng 20000p! v.ht/fXKVx,Raffle Scam,original,
ORIG_01732,N/A,Panal0 b e t! 99p s!gn up bonuz! w!n up 2 P10000! v.ht/h9FCj,Gambling Scam,original,
ORIG_01733,N/A,Congratulations You are the one lucky player to w1n up to 3888 P ! Only available today ! r3gister and cl@im n0w ! tinyurl.com/Ds895h,Gambling Scam,original,
ORIG_01734,N/A,Big offer for welcome back up to 50%! Screenshot this to W19 Games customer service to redeem! tinyurl.com/3zr8d7r6,Prize Scam,original,
ORIG_01735,N/A,Unclaimed 50% welcome back bonus alert! Screenshot this message and redeem it at W19 Games customer service! tinyurl.com/yvr5jz4z,Prize Scam,original,
ORIG_01736,N/A,"[NAME]., Experience a birthday like no other at SUGARPLAY with up to PHP99,999 Sugary Birthday Bonus! sugarbstakes1.com",Prize Scam,original,
ORIG_01737,N/A,Kunin ang iyong 50% deposit bonus cashback araw-araw sa W19 Games! Mag-apply sa CS ngayon! tinyurl.com/5Fcd2sms,Prize Scam,original,
ORIG_01738,N/A,"[NAME]. Hi there! Claim your PHP350,000 bonus at JACKPOTCITY Enjoy VIP UNIQUE conversion sign up now VIP URL: jpcroyal2.com",Gambling Scam,original,
ORIG_01739,N/A,"Lakers Vs Nuggets! Make your prediction at W19 Games NBA event and win up ?1,319,000,000! tinyurl.com/yf9burzr",Raffle Scam,original,
ORIG_01740,N/A,May seryoso akong sasabihin sayo! Maraming tao ang sumasali sa Panalobet para makakuha ng libreng 99peso! Huwag maghintay! Sumali sa amin: pb88ph.com/5a7,Gambling Scam,original,
ORIG_01741,N/A,Celtics VS Heats! Ang tamang hula ay maaaring magdulot ng higit sa 1 bilyong piso na panalo! tinyurl.com/y2msfexy,Gambling Scam,original,
ORIG_01742,N/A,"[NAME]., BETFIL presents the Accumulative Bonus! Collect and claim up to P77,777. Join us now! betfilslots2.com",Gambling Scam,original,
ORIG_01743,N/A,Welcome back bonus 50%! I-screenshot ang mensaheng ito sa customer service ng W19 Games para i-claim. tinyurl.com/4hd7yyam,Prize Scam,original,
ORIG_01744,N/A,Ikaw ang napili! I-screenshot ang mensaheng ito at ipakita sa customer service ng W19 Games para mag-claim. tinyurl.com/2fbzxsjx,Prize Scam,original,
ORIG_01745,N/A,"200% na cashback para sa mga bagong dating,hanggang P19800! Magparehistro at mag claim ngayon v.ht/ZhLIl",Prize Scam,original,
ORIG_01746,N/A,Be the luckiest one and claim your free ?777 only today! tinyurl.com/5afw2des,Prize Scam,original,
ORIG_01747,N/A,May seryoso akong sasabihin sayo! Maraming tao ang sumasali sa Panalobet para makakuha ng libreng 99peso! Huwag maghintay! Sumali sa amin: panalo89ph.com/5a7,Gambling Scam,original,
ORIG_01748,N/A,"[NAME]., Experience the thrill with 100% Welcome Bonus at JACKPOTCITY Play now and win Click here: jpcjili.com",Gambling Scam,original,
ORIG_01749,N/A,I have something serious to inform you! Many people are joining Panalobet to get free 99peso! Big Prizes is waiting for you! Join us: pb89ph.com/5a7,Prize Scam,original,
ORIG_01750,N/A,"You share , I gift ! W19 Games giveaway event , come and win an iPad now ! tinyurl.com/3f24umx9",Raffle Scam,original,
ORIG_01751,N/A,You are invited to be part of Panalobet! Over 5000 games here you can get 200% welcome bonus! Register now to get 99 signup bonus! Login: pb89ph.com/5a7,Prize Scam,original,
ORIG_01752,N/A,Mag-sign up ka lang at makakuha ng libreng bonus! Kakatanggap ko lang ng P5000! tinyurl.com/ykdh3n2p,Prize Scam,original,
ORIG_01753,N/A,"W19 Games offers 100% na cashback para sa mga bagong dating, hanggang ?19800! Magparehistro at mag-claim ngayon! tinyurl.com/4fjnb6nj",Prize Scam,original,
ORIG_01754,N/A,Mayroon kang 100% na bonus sa iyong unang pag-load?! Magrehistro na ngayon at lumipad ang iyong kita! tinyurl.com/5y5nkedp,Prize Scam,original,
ORIG_01755,N/A,"Hello, new free money bonus 777 with no deposit condition, please login http://5s30c.com to get free money 777 now",Prize Scam,original,
ORIG_01756,N/A,"Masaya ang paglalaro sa W19 Games, kaya mag-imbita ng kaibigan at kumita ng premyo nang walang hassle! tinyurl.com/W19sm02",Gambling Scam,original,
ORIG_01757,N/A,Nagkakaproblema ba kayo sa ibang mga sites o platform? Slow Cash-in Cash-out? Hassle pa! Kaya dito na kayo sa Q25! Lahat may premyo and bonus! q2549.xyz,Prize Scam,original,
ORIG_01758,N/A,"BDO Alert: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://sprl.in/BDOVerification",Banking Scam,original,
ORIG_01759,N/A,Pagsimulan na ang iyong adventure sa W19 Games! May 100% na bonus sa unang load mo kapag nag-sign up ka!w19s11.xyz,Prize Scam,original,
ORIG_01760,N/A,"[NAME].,Sign up here at uninowph.com ,verify your account and Make a DEPOSIT using your GCASH and receive 3% BONUS!",Prize Scam,original,
ORIG_01761,N/A,"W19 Games offers 100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon! https://v.ht/XW-S2T",Prize Scam,original,
ORIG_01762,N/A,"[NAME]., Looking for something to sweeten up your day? Play at SUGARPLAY & get FREE PHP150 EVERY DAY! sbdito2.com",Gambling Scam,original,
ORIG_01763,N/A,"Dear user, your account has a cash deposit of 199 P, please log in; (https://re422.buzz ) To Receive",Prize Scam,original,
ORIG_01764,N/A,"Dear user, your account has a cash deposit of 199 P, please log in; https://www.fse281.xyz To Receive",Prize Scam,original,
ORIG_01765,N/A,"GCASH: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://sprl.in/AppGCash",Banking Scam,original,
ORIG_01766,N/A,"Dear user, your ac count has a cash deposit of 199 P, please log in; https://www.adfhg.xyz To Receive",Prize Scam,original,
ORIG_01767,N/A,"[NAME]., Get up to Php30,000 Cashback only here at W+! Dont miss out a chance to recieve 7% Daily Cashback! Get yours now! wpdraw2.com",Prize Scam,original,
ORIG_01768,N/A,[NAME]. Register and Enjoy BLAST daily cashback upto PHP888 only JACKPOTCITY! Dont miss the chance visit jpccasino3.com,Gambling Scam,original,
ORIG_01769,N/A,"[NAME]., Get money here and double it! Play the Lucky Wheel and win up to 5,000! Visit us! unibetluck.com",Gambling Scam,original,
ORIG_01770,N/A,"Dear user, your account has a cash deposit of 199 P, please log in; https://www.tgrt.buzz To Receive",Prize Scam,original,
ORIG_01771,N/A,"""Sumali na! Makakahanap ka ng excitement sa electronic games, slot machines, at fishing games. Mag-register ngayon at makakuha ng 100% na bonus hanggang P19800!""w19games.ph/4Ewc2de",Gambling Scam,original,
ORIG_01772,N/A,"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon! w19games.ph/4Dcv2xw",Prize Scam,original,
ORIG_01773,N/A,"Hello, new free money bonus 1800 with no deposit condition, please login https://www.sdfdi92.com to get free money 1800 now",Prize Scam,original,
ORIG_01774,N/A,Mag-register ngayon at makakuha ng 100% na bonus hanggang P19800 sa electronic games at slot machines! w19games.ph/3Tyu4xw,Gambling Scam,original,
ORIG_01775,N/A,"In COD63 New User Regisrration Gift 178 Pesos Firse Recharge Get 10k Pesos Open Google Search""COD99CO"" Link cod1.club",Prize Scam,original,
ORIG_01776,N/A,"Top casino bingo, slots, proxy promosyon magpadala ng cash 66 (http://pkmf.xyz )",Gambling Scam,original,
ORIG_01777,N/A,"Hi, immediately withdraw 5888 p for free. login. https://fa34.live",Prize Scam,original,
ORIG_01778,N/A,"W19 Games unang pagcharge may 100% cashback, maaari kang makatanggap ng hanggang 19800P, magmadali at mag-claim na! w1906b.xyz",Prize Scam,original,
ORIG_01779,N/A,[NAME].! Win a Different prizes at unibetbonu1.com Deposit now to get a Real-time Rebate of up to 1%-1.5.,Raffle Scam,original,
ORIG_01780,N/A,?gamebet?Nakarehistro sa ?8888 https://gamebet.li/yeo,Gambling Scam,original,
ORIG_01781,N/A,?gamebet?Nakarehistro sa ?8888 https://gamebet.li/g0g,Gambling Scam,original,
ORIG_01782,N/A,Nakarehistro sa 8888 https://gamebet.li/qk0,Gambling Scam,original,
ORIG_01783,N/A,"Super high return, click to register para makakuha ng 18p, at may mga aktibidad sa ahensya http://jl7778.ph",Job Scam,original,
ORIG_01784,N/A,"Hello, new free money bonus 1998 with no deposit condition, please login https://un253.buzz to get free money 1998 now",Prize Scam,original,
ORIG_01785,N/A,"Register will get 18p ,all variety of games. exceeding the explosion rate, waiting for you http://jl7779.ph",Gambling Scam,original,
ORIG_01786,N/A,"Hello, new free money bonus 1800 with no deposit condition, please login https://lo40.today to get free money 1800 now",Prize Scam,original,
ORIG_01787,N/A,"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon! w19902.xyz",Prize Scam,original,
ORIG_01788,N/A,"Hi, no deposit, free 1999 P bonus, please login https://kl544.today",Prize Scam,original,
ORIG_01789,N/A,"[NAME].! Sign up now at unibetwins0.com & Claim up to Php5,555 By Continuous sign-in rewards. Sign up now",Prize Scam,original,
ORIG_01790,N/A,"[NAME]., BETFIL's bonus system is unbeatable! User vic***in won P113,400 with BETFIL's daily bonus. betffilph2.com",Raffle Scam,original,
ORIG_01791,N/A,"[NAME]., BETFIL gives you 120% WELCOME BONUS! Claim up to PHP2,400 & play JACKPOT FISHING! betffilph1.com",Gambling Scam,original,
ORIG_01792,N/A,"[NAME]., Hello! W+ offers DAILY SPECIAL BONUS to all players! Come & Get PHP7,777! wplusfun.com",Gambling Scam,original,
ORIG_01793,N/A,C0ngratulat1on https://yd434.xyz 1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n,Prize Scam,original,
ORIG_01794,N/A,Google Search ACEPH99ASIA for FREE credit 90p!,Prize Scam,original,
ORIG_01795,N/A,C0ngratulat1on https://yd434.info 1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n,Prize Scam,original,
ORIG_01796,N/A,"GCASH: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://mub.me/AppsGCashLogin",Banking Scam,original,
ORIG_01797,N/A,C0ngratulat1on https://bm672.info 1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n,Prize Scam,original,
ORIG_01798,N/A,"Hello, new free money bonus 800 with no deposit condition, please login https://www.d02k0d.com/?a=134851 to get free money 800 now",Prize Scam,original,
ORIG_01799,N/A,"Happy Birthday, NEMIA! May this year be filled with joy and success for you. Thank you for the 30 years of continuous support, ka-Cebuana!",Government Spoofing,original,
ORIG_01800,N/A,No BMW X5 winner at BETFIL yet! Grab the car of your dreams! Play today! betfillmanalo.com,Gambling Scam,original,
ORIG_01801,N/A,"[NAME]., Easy Play and earn! Sign up to get your 100% Welcome bonus! 5,000 Max bonus! Click here. duopromo1.com",Gambling Scam,original,
ORIG_01802,N/A,"Free 880, get it for free, please log in to https://ty9445.com/?a=74043 to get 880! First come first served!",Prize Scam,original,
ORIG_01803,N/A,"[NAME]., Use your first deposit wisely! Receive a 100% welcome BONUS up to P2000 at Jackpot City! jackpotnowcity10.com",Gambling Scam,original,
ORIG_01804,N/A,"Hi [NAME]., kamusta ka na? Win big with SBet's unlimited REBATE up to 1.5%. Play now! sbetdito11.com",Gambling Scam,original,
ORIG_01805,N/A,"[NAME].,Play here at Winning Plus! Slot and fishing games and your Claim 3% GCASH BONUS now! winningplusph.com",Gambling Scam,original,
ORIG_01806,N/A,"Good day [NAME]., Great deals to make money ! win upto 1888 Fortune lucky wheel spin! Play now duopromo1.com",Gambling Scam,original,
ORIG_01807,N/A,"Hello, 500 to 500 p to you, click; https://www.hdg15uh.com to get free money 500 now",Prize Scam,original,
ORIG_01808,N/A,"Hi i'm Atty:Gerardo V.Maglinao Ma'am/sir! U'r Sim no. Had Won! Php480,000,00+Acer Laptop From:KOPIKO MAGKAPERA 4 To Claim. Pls sent U'r full Name: Add: Age: Gender: Work:",Job Scam,original,
ORIG_01809,N/A,"[NAME]., Win brand new LOUIS VUITTON NANO Speedy Bag at W+! Play and get Free PHph20 Bonus! Sign up now wplusph.com",Gambling Scam,original,
ORIG_01810,N/A,"Good morning [NAME]., Recruit Player Now To get 1000 for each ! Visit OUR VIP PLAN REWARD & 2.5% PROMOTION ! unibetnow1.com",Gambling Scam,original,
ORIG_01811,N/A,"[NAME]., Register now and Cash in to claim up to P6,660 Welcome Bonus of 120% at buobetpromo.com",Prize Scam,original,
ORIG_01812,N/A,"[NAME]., HONDA CBR150R can be yours! Join Panagbenga Festival Wagering Tournament now here in W+ ! Sign up and bet now wplusp8.com",Gambling Scam,original,
ORIG_01813,N/A,"Hello, new free money bonus 800 with no deposit condition, please login https://www.aq1558.com/?a=101569 to get free money 800 now",Prize Scam,original,
ORIG_01814,N/A,"Happy day! [NAME]., Tell a friend right away to receive 30% Profit and a FREE P1000! Open VIP PLAN To Get Bonuses! unibetnow.com",Prize Scam,original,
ORIG_01815,N/A,"JP7 Daily L0g-in get f*ee Bo/nus 99-P, Claim Now: jp7.site/bc nNBA",Prize Scam,original,
ORIG_01816,N/A,"Get 1500 P for free, click; https://www.ba11365.com/?a=102358",Prize Scam,original,
ORIG_01817,N/A,"[NAME]., Enjoy and Feel the LOVE with this FEB-IBIG! Deposit up to minimum of Php 200 and get a chance to win Tiffany & Co. Jewerly Couple Rings only in JACKPOTCITY! Hurry up and visit us jackpotcitywin888.com",Gambling Scam,original,
ORIG_01818,N/A,"[NAME]., Visit here at Sbet the #1 trusted platform here in Philippines and enjoy your Unlimited rebate anytime up to 1.5%. Sign up now here: sbetbigwin.com",Gambling Scam,original,
